aYjase \>1\aYjasa
Davizyanti \DU\Davizyat
hikkanti \>4\hikkat
hatO \hata\hati
pavanti \pU\pavat
jvalayizyanti \>9\jvalayizyat
gAya \>2\ga
kAlike \kAlaka\kAlikA\kAlika
apfRAm \<1>3\pF
arzizyanti \arzizyat\fz
vaste \>2\vasti
BasitA \>3\Basita
stamBizyanti \>7\stamBizyat
dudUzati \>1\>6
madayizRu \mAdayitnu\madayitnu
paTanti \>4\paTat
jawO \jawA\jawa\jawi
gumPAni \>3\gumPa
SOryas \>1\SOra
hiMsEs \hiMsA\hiMsa
kzapyeyATAm \>7\kzI
sisAnayizati \>1\san
grahIzyati \>1\>6
cakfze \<2>1\<2>2
dApayate \>1\>6
KelAyizyanti \KelAyizyat\Kela
DArARAm \>3\DAra
poTayatAm \>2\puT
Socizyanti \Socizyat\Suc
kartsyanti \kartsyat\kft
deSyas \>1\deSI
tanayA \>2\tanaya
mfgeByas \mfgA\mfga
rajanI \=\rajana
vedizu \>2\vedin
rakzAyE \>2\rakza
yadfcCAnAm \>3\yadfcCa
vApayizyanti \>10\vApayizyat\vap
spArayati \>1\spf
tuzwUzyE \stu\tuzwuvas
AdO \Ada\Adi
sUdayizyati \>1\>8
vAcya \>2\vac
boDAni \boDa\buD
yaMsyanti \yaMsyat\yam
SIyeTe \Sad\SyA
SamIkAya \>4\SamIka
Izire \>3\iz
palAyatAm \>2\>4
narmadAnAm \>3\narmada
parTayanti \parTayat\pfT
GAtiBis \>3\GAtin
sevyaDve \>5\sIv
pipaWizatas \<2>6\>2
sarpayate \>1\sfp
buDam \>1\>2
sevayati \>1\sIv
gUhye \gUhya\guh
tejayizyanti \tejayizyat\tij
lambe \>1\lamba
jarayizyate \>1\jF
putrIyati \>1\putra
dASayizyati \>1\>8
kledayanti \kledayat\klid
anitAm \>4\anita
jaranti \jF\jarat
kutsAnAm \>3\kutsa
jAnyAm \jAni\jAnya
Gawwayizyatas \>2\>9
vimalasya \>3\vimalA
navatyAm \navata\navati
patatrO \patatra\patatrin
dezwrA \dezwf\dezwra
dolayati \>1\>4
vedanA \=\vedana
mArjayizyanti \mArjayizyat\mfj
mimyuzIm \mimIvas\mimivas
elayizyati \>1\il
dAruRA \>2\dAruRa
yAmas \>1\>3
cikzyuzas \cikzIvas\cikzivas
brAhmaRyA \brAhmaRa\brAhmaRya
kopizyatas \>2\kup
kvaRizyatas \>2\>7
SatikABis \Sataka\Satika
jiGfkzyanti \grah\jiGfkzyat
tardizyanti \tardizyat\tfd
aliByAm \>4\alin
mIyAmahe \>6\mA\mi
akzAm \akza\akzan
piprIzati \<2>4\>1
hAryE \hAra\hf
lapati \>1\>3
mAtrA \=\mAtf\mAtra
mInanti \>5\mInat
marditA \mardita\mfd
SIyeyATAm \Sad\SyA
mAsi \>1\>2
boBavatInAm \>4\boBoat
durgAyAm \>3\durga
pipaWizyanti \<2>7\pipaWizyat
kfpayati \>1\>5
fzye \>2\fzya
yAvayate \>1\yu
bADayizyate \>1\>8
yuvAnas \>1\yuvan
puRyaBAjI \>1\puRyaBAjin
balatAm \>2\>4
bIBatsye \bAD\bIBatsya
pArayati \>1\pF\pf
krIqayatAm \>2\>6
jihiMsizyatAm \<2>7\>2
akzizyatas \>2\>7
mudrayanti \mudrA\mudrayat
upamABis \>3\upama
tuzwUzyate \>1\stu
amApaye \<1>4\mI
rasa \=\>1
laNGayatAm \>2\>6
vArttO \vArttA\vArtta
iqAByas \>4\iqa
pUlanti \>3\pUlat
BargoByas \Barga\Bargas
BAyayizyanti \BAyayizyat\BI
dasizyanti \>7\dasizyat
rasAByas \>4\rasa
BramatAm \>2\>4
lohitAyati \>1\lohita
kftte \kftta\kftti
vaSizyanti \>7\vaSizyat
sPuwizyanti \>7\sPuwizyat
danturayatAm \>2\>5
dvAnavatO \dvAnavata\dvAnavati
pAryAvahe \pF\pf
jYAni \jYAnin\jYa
kuSi \kuSa\kuSin
gaNgayos \>3\gaNgA
Akulayizyanti \>8\Akulayizyat
videhI \videha\videhin
prajYAyE \>2\prajYa
tanvi \tanU\tanu
kutsati \>1\>3
rakzeByas \rakzA\rakza
ilatas \>2\>4
vAcyizyatas \>2\>8
aBivAdI \aBivAda\aBivAdin
hAryAs \hAra\hArya
hAsyante \>6\has
lavaRasyatas \>2\>6
SAdayatAm \>2\Sad
kiratAm \>2\kF
kanyasya \>3\kanyA
diSe \>1\diSA
urasyAni \>4\urasya
jijIvizyanti \<2>7\jijIvizyat
nayizyate \>1\nI
vepayatas \>2\vip
jihratAm \hf\jihfat
caryEs \caryA\carya
divO \>1\diva\divi
mIlanti \>4\mIlat
GAtyas \>1\GAta
hfdos \>2\hfdaya
kzapA \=\>1
krIRate \>1\>4
kuYcayizyati \>1\kuc
kuRWye \>2\kuRWya
Darzizyati \>1\Dfz
vedikAyAs \vedaka\vedika
patatAm \>2\>4
madayizRvos \mAdayitnu\madayitnu
BakzayatAm \>2\>6
ABAyAm \>3\ABa
rozayate \>1\ruz
OhyAvahi \<4>1\Uh
karzI \karza\karzin
varatAm \>2\vf
rocanAm \>1\rocana
udyate \und\vad
SaNke \>1\SaNkA
pOzayos \>3\pOzya
ArADanayos \>3\ArADanA
DAtrIRAm \>3\DAtf
karuRAn \>1\karuRa
marzayatas \>2\mfz
karzayatAm \>2\kfz
Sabdye \Sabda\Sabdya
durdinAyizyanti \durdinAyizyat\durdina
vaYcayanti \>6\vaYcayat
Amayate \>1\am
uSyAm \uSI\vaS
vijati \>1\>3
srutas \>1\>2
sAdayitA \sad\svad
jape \japA\japa
smArayizyate \>1\smf
ISAn \>1\ISa
saNKyAsu \>2\saNKya
muktAByAm \>4\mukta
vfzABis \vfza\vfzan
KaRqatas \>2\>3\>4
vitfzam \>1\>2
sarasA \>1\sarasa
raBasam \>1\>2
pUtO \pUta\pUti
rakzO \rakzA\rakza
Darzayizyati \>1\Dfz
jApayete \jap\ji
SizyAvahe \>6\SAs
muKarayatas \>2\>5
juhUzAm \juhUvas\juhuvas
svidyate \>1\>4
lAlayanti \lAlayat\lal
vartizyatas \>2\vft
dakziRasya \>3\dakziRA
SAradas \>1\SAradA
vAhayizyatas \>2\vah
Bakzyasi \Baj\Baz
Srute \Sruta\Sruti
krIqatAm \>2\>4
sAdayante \sad\svad
diDizyatAm \>2\DA
maDvasyanti \maDu\maDvasyat
kutsAs \>1\kutsa
mite \mita\miti
kruDyati \>1\>4
hezyanti \hezyat\hi
dunvanti \>6\dunvat
galBitA \>3\galBita
sKAlayizyatas \>2\sKal
piRqyE \piRqI\piRqa\piRqi
vivitsitA \vid\vivitsita
mohayate \>1\muh
hrAsayizyanti \hrAsayizyat\hras
stamBitA \>3\stamBita
bAzpAyizyati \>1\bAzpa
vAdayizyate \>1\vad
klAmyanti \klAmyat\klam
tavizIyatAm \>2\taviza
SItalAByas \>4\SItala
padyas \>1\>3
DArAs \>1\DAra
aBijYena \aBijYA\aBijYa
sTApye \>3\sTApya
asyata \>4\sA
kasizyanti \>7\kasizyat
devayizyati \>1\>7\>8\dIv
Bakzatas \>2\>3\>4
vivikzyanti \viS\vic\vivikzyat
vAsayitAsTas \>8\vas
kuYcyE \kuYci\kuc
devayaDve \>6\dIv
vedini \>1\>2
skantsyatas \>2\skand
Gawayate \>1\>5
dfzwO \dfzwa\dfzwi
skantsyati \>1\skand
rurukzyate \>1\ruh
rezyeTe \ri\riz
jAmyAs \jAmI\jAmi
dolAsu \>2\dola
adAsyAmahi \<1>7\das
lekzyatas \>2\liS\lih
Apnuvan \>5\Apnuvat
gayAt \>1\gaya
mohayatAm \>2\muh
avApyanta \<1>6\vap
netrA \netf\netra
prAsAdIyatAm \>2\prAsAda
vyaNkawayos \>3\veNkawa
pAlyos \pAla\pAli
Socanti \Socat\Suc
Calye \Cala\Calya
SuSrUzyatas \>2\Sru
aDvarIyizyati \>1\aDvara
vakzyante \>5\vah
svAditas \>1\>3
gAlyasva \gF\gal
DArAya \>2\DAra
dozyati \>1\du
asevyaDvam \<1>6\sIv
pramadAyati \>1\>4
ajyeTAs \>5\aYj
seDanti \seDat\siD
mezyaTa \mI\mi
mokzyati \>1\muc
stanizyatas \>2\>7
BUzizyati \>1\>6
kadarTye \kadarTa\kadarTya
sravas \=\>1
juhUzIRAm \juhUvas\juhuvas
mOlyAs \mOla\mOli
rADayizyate \>1\>8
brAhmIByAm \>4\brAhma
kfzata \>3\>4
vijYAyAm \>3\vijYa
hArI \hAra\hArin
vatsyatas \>2\vas
lezyatas \>2\lI
mAtreRa \mAtrA\mAtra
apArayaTAs \pF\pf
jAnatas \>2\>3
carcEs \carcA\carca
vaMSyAm \vaMSI\vaMSya
vaqabAm \vaqaba\vaqavA
mfgayate \>1\>4
gfDyate \>1\>4
vIrayizyati \>1\>7
AsyAn \>1\Asya
biBitsAni \>2\Bid
Sikzayizyati \>1\>8
navatyAs \navata\navati
maMhayizyanti \>9\maMhayizyat
devyA \deva\devya
vAruRyAs \vAruRa\vAruRya
vAtsi \vAtsI\vAtsa
pAryevahi \pF\pf
raTye \raTI\raTya
mfzwam \>1\mfj
vErAyizyanti \vErAyizyat\vEra
mAyAya \>2\mAya
mAdayizyati \>1\mad
inavAva \>5\>6
kutsAyAs \>3\kutsa
KAyE \Ka\Kan
kzapyeya \>4\kzI
arizyatas \>2\f
kArikAs \>1\kAraka
rasayitA \>4\rasayita
vAhye \vAhya\vah
lazizyate \>1\>6
sAdayate \>1\sad\svad
javizyati \>1\jU
vAnte \vAnta\vAnti
vedyAm \vedi\vedya
arTApayati \>1\arTa
kaRqUyatAm \>2\kaRqu
syantsyati \>1\syand
mIyeya \>4\mA\mi
mfgezu \mfgA\mfga
yatas \>1\>2\>3
Gokzyanti \Gokzyat\Guz\guh
paRayatAm \>2\>6
buDI \>1\buDa
akzABis \akza\akzan
darBayizyanti \darBayizyat\dfB
arzanti \arzat\fz
madayatAm \>2\>6
vivakzyanti \vac\vivakzyat
Sekzyanti \Sekzyat\Siz
Adinos \>2\>3
kfzi \=\>2
Uhizyanti \>7\Uhizyat
jamatAm \>2\>4
vAsayizyete \>7\vas
satyos \>3\satI
akzAByAm \akza\akzan
kAsyeyATAm \>7\kas
sUyAmahe \>6\su
vivacati \<2>3\>1
vecayizyati \>1\vic
dite \dita\diti
tApI \tApa\tApin
ASinA \>1\ASina
vAsayizyante \>8\vas
aSvasyetAm \<1>5\>6
vApayAmahe \>8\vap
prAsAdIyanti \prAsAdIyat\prAsAda
loWayAvas \luRW\luW
eDe \>1\eDa
dAyam \>1\>3
navatIs \navata\navati
aSanIyitA \aSanIyita\aSana
krIqizyati \>1\>6
pibanti \pA\pibat
tApayatas \>2\tap
sIvayatas \>2\>6
smaranti \smarat\smf
SiSUyizyanti \SiSUyizyat\SiSu
rirADayizanti \<2>8\rirADayizat
vikrayI \vikraya\vikrayin
prArTaneByas \prArTanA\prArTana
dIvyate \>1\>4
pfTvIm \>1\pfTu
dfpyati \>1\>4
maYjarye \maYjara\maYjarya
mfgayanti \>5\mfgayat
gAhyas \>1\gAha
vAruRyA \vAruRa\vAruRya
hrasizyatas \>2\>7
GAtayate \>1\han
grasati \>1\>3
kaluzAyizyati \>1\kaluza
gopam \>1\gopA
muzwikAyAs \>3\muzwika
BAmI \BAma\BAmin
asavatAm \sU\su
vAhayati \>1\vah
nAmayizyanti \nAmayizyat\nam
sApayizyati \>1\sap
gaRikABis \>3\gaRaka
gAlyevahi \gF\gal
narditA \>3\nardita
vAnti \=\>3\vAt
vedApayizyanti \vedApayizyat\veda
puzpyanti \puzpa\puzpyat
secayizyanti \secayizyat\sic
kazati \>1\>3
boDinI \>1\>2
BizajyAni \>4\Bizajya
harzatas \>2\>3\hfz
kalApi \kalApa\kalApin
yuyutsitA \yuD\yuyutsita
aparokzayizyatas \>2\>8
arcye \arcya\fc
Samayizyanti \>9\Samayizyat
prIte \prIta\prIti
majjam \majjan\majjas
gomayatas \>2\>3
biBratAm \Bf\biBfat
udIcIByas \>4\udac
aSikzyAvahi \<1>6\Sak
darizyatas \>2\dF
lAlayizyatas \>2\lal
jANgulI \jANgula\jANguli
vraScayati \>1\>5
DaratAm \>2\Df
boDIni \boDi\boDin
darpayatas \>2\dfp
yantA \yam\yantf
laNGayizyate \>1\>8
tArI \tAra\tArin
drArayanti \drArayat\druh
kledayati \>1\klid
pipakzyatAm \>2\pac
vivitsati \>1\vid
kUjanti \>4\kUjat
UrmyAm \Urmi\Urmya
nATanti \>4\nATat
tanyatas \>2\>5
urI \=\uras
udyAvahE \und\vad
SayO \Saya\Sayu
patyatAm \>2\>5
dolAnAm \>3\dola
mUrCayizyatas \>2\>9
kfzyE \>2\kfzi
codayizyate \>1\cud
jApyete \jap\ji
vezwye \>2\vezwya
srozyati \>1\sru
namati \>1\>3
sOmi \sOmya\su
vakzayatas \>2\>6
tozayate \>1\tuz
vfzEs \vfza\vfzan
vaDye \>2\vaDya
jaGruzIRAm \jaGfvas\jaGrivas
nejayizyate \>1\nij
vApayAmi \>6\vap
mEtryAm \mEtrI\mEtra\mEtri
yiyAsatas \<2>5\>2
kzipanti \>4\kzipat
vfttI \vftti\vfttin
sugatI \sugata\sugati
krotsyanti \krotsyat\kruD
tandryAs \tandrA\tandrya
tejayate \>1\tij
tArayizyatas \>2\tF
jvalayizyati \>1\>8
aYjayizyate \>1\>8
kAmpilyAs \kAmpila\kAmpilya
naSyati \>1\>4
parTayizyatas \>2\pfT
pratipadAsu \>3\pratipada
SalaBAyizyanti \SalaBAyizyat\SalaBa
arSasO \>1\arSasa
manyena \manyA\manya
pipartu \pF\pf
SApayanti \SApayat\Sap
atizyanti \>7\atizyat
arizyati \>1\f
muKyas \>1\muKa
SuSrUzye \Sru\SuSrUzya
ezA \etad\eza
pUyatAm \>2\>4\>5
hariRI \>2\hariRa
vivivikzaTur \viS\vic
muRqayizyate \>1\>7
didfkzitA \dfS\didfkzita
mfgayati \>1\>4
gAlyeTAs \gF\gal
undizyatas \>2\>7
BAt \=\>1\BAs\Ba
avasA \>1\avasa
aDvanas \<1>2\>2
vezwAsmas \viS\viz
kAmalAsu \kAmala\kamala
hrasatAm \>2\>4
OdyAmahi \und\vad
nUtanayitA \>4\nUtanayita
fcCanti \>6\fcCat
Sizyeta \>4\SAs
ayujam \<1>2\>1
kuwInAm \>3\kuwi
jozayatAm \>2\juz
dAkzI \dAkza\dAkzi
vyaTe \>1\vyaTA
vayAva \vA\vI
jApayizyaTas \jap\ji
rIyAmahe \rA\ri
kAsayati \>1\kas
SAyayizyati \>1\SI
dArayanti \dArayat\dF
vamatAm \>2\>4
praDini \>2\praDI
pUlayanti \>5\pUlayat
nadayatas \>2\>6
pavatas \>2\pU
Salya \=\>2
SAlAn \>1\SAla
boDO \boDa\boDi
rAjes \>2\rAji
sAdayes \sad\svad
mudrayizyanti \mudrA\mudrayizyat
valgUyitA \valgUyita\valgu
kramate \>1\>3
gAlayase \gF\gal
klamizyatas \>2\>7
Candanti \>4\Candat
cikitsyatAm \>2\cit
seDatAm \>2\siD
sampAtI \sampAta\sampAtin
sPorye \sPorya\sPur
kaluzAyitA \kaluzAyita\kaluza
gomayizyati \>1\gomaya
staBnanti \staBnat\stamB
madye \>2\madya
BEkzyAs \BEkza\BEkzya
dAsi \>2\dAsa
vejitA \vejita\vij
guYjizyatas \>2\>7
radanti \>4\radat
GawwayatAm \>2\>6
buBukzO \buBukzA\buBukzu
tandryAm \tandrA\tandrya
dfBatAm \>2\>4
lakzaRAByas \>4\lakzaRa
sUdayatAm \>2\>6
vAcAm \>1\>2
jiGhatsyanti \Gas\jiGhatsyat
aYjyAt \>3\aYjya
piYjarye \piYjara\piYjarya
yena \ya\yad
vAsayizyAvahe \>9\vas
iqena \iqA\iqa
dAsyate \>1\>5\das
sumanAs \sumana\sumanas
gAt \>1\ga
Asayema \>5\as
netre \netf\netra
gadgadyizyate \>1\gadgada
mahIyizyatas \>2\>8
kIlizyati \>1\>6
cAyayizyatas \>2\ci
BargoByAm \Barga\Bargas
arcO \arcA\arci
devayizye \>5\>6\dIv
pavitrayizyate \>1\>7
bfhati \>1\>3\bfhatI
jare \jF\jarA\jara
hUyeDvam \>6\hu
ABAnAm \>3\ABa
SrAmyanti \SrAmyat\Sram
mitsye \mI\mitsya
pAwIByAm \>4\pAwa
sAvaDAnayizyanti \>8\sAvaDAnayizyat
uktO \ukta\ukti
nAmikAs \nAmaka\nAmika
suKyatAm \>2\suKa
yajatAm \>2\>4\yajata
yuYjate \>1\yuj
siDyati \>1\>4
CuryO \CurI\Curya
KAnayatAm \>2\Kan
adevayata \<1>4\<1>5\dIv
surAs \>1\sura
tarpayizyate \>1\tfp
mumukzatas \>2\muc
Ize \>1\iz
tvacO \>1\tvaca
pAyam \>1\>3
aDIyAvahi \<1>6\DA\DyA
galAni \>3\gala
dvAnavatyE \dvAnavata\dvAnavati
rIyemahi \rA\ri
jAte \jAta\jAti
ilayizyati \>1\>8
leKayati \>1\liK
prAvye \prAvya\pru
vaqabAyAs \vaqaba\vaqavA
Bargasos \>2\>3
vArtayos \vArttA\vArtta
vedAs \veda\vedas
iNga \=\>1
saraRiByAm \>4\saraRa
staBnate \>1\stamB
jigIzatas \>2\>7
devayante \>6\dIv
mApayizyAmahe \>11\mI
SyAsyatas \>2\>6
pUryO \pUra\pUrya
Socayizyate \>1\Suc
aSItyA \aSIta\aSIti
raDizyatas \>2\>7
modayati \>1\mud
vivikzyeTAm \viS\vic
saMsTezu \saMsTA\saMsTa
EzaDvam \Iz\iz
dohayate \>1\duh
ucizyatas \>2\>7
Dvanizyati \>1\>6
kAzayanti \kAzayat\kaz
muzwikAni \>2\muzwika
aYjayizyatas \>2\>9
adevyAvahi \<1>6\dIv\deva
Apayizyate \>1\>8
hUyeyATAm \>7\hu
kzamayizyatas \>2\>9
pARyA \pARi\pARya
dAsAni \dAsa\das
jApyeTAs \jap\ji
BaRqitA \>3\BaRqita
uttarasmE \>3\uttarA
ASayan \ASayat\aS
Dvanitas \>1\>3
dolABis \>3\dola
Gawayati \>1\>5
raBasAm \>2\raBasa
sisfkzati \>1\sfj
Astikyas \>1\Astika
raYjayizyanti \>9\raYjayizyat
Sotsyati \>1\SuD
klIbezyate \>1\klIba
kzapas \>2\kzapA
lamBayatas \>2\laB
pfcCam \pfcCA\praS
jarAm \>1\jara
vAsaya \>2\vas
vivikzeyur \viS\vic
sApayanti \sApayat\sap
vaRijI \>1\vaRija
paTikAm \paTika\paTin
droRyAs \droRa\droRi
AmizAm \Amis\Amiza
jiGAMsyanti \han\jiGAMsyat
Asayizyete \>8\as
SilAyAm \>3\Sila
praBAByAm \>4\praBa
cikIrzyatAm \>2\kf
arjye \arjya\fj
jYapayizyatas \>2\jYA
DrAgayizyate \>1\drAG
SItalAyE \>2\SItala
muKarayanti \>5\muKarayat
Adyas \>1\AdyA
mAnayizyanti \mAnayizyat\man
calizyanti \>7\calizyat
vamyAm \vama\vamya
cArO \cAra\cAru
hatsyati \>1\had
asavata \sU\su
nakzanti \>4\nakzat
devizyati \>1\>6
Asayeran \>6\as
vivikzyemahi \viS\vic
suruce \>1\suruci
vamyE \>2\vama
pAlyAm \pAla\pAli\pAlya
vApayase \>6\vap
avarate \avarata\avarati
BAva \=\>2
jApayizyAmas \jap\ji
vitfzRAt \>1\vitfzRa
supadyO \>2\supadya
aSItIs \aSIta\aSIti
drAti \>1\>2
ruzyatas \>2\>5
rADayati \>1\>5
tapasyatAm \>2\>5
pAlayanti \>7\pAlayat
qambye \>2\qambya
vAcyAni \>4\vAcya
jIvikAs \>1\jIvaka
yazwA \yaj\yazwf
asIyAmahi \sA\si
hfdA \>1\hfdaya
caryAByas \>4\carya
varzAByAm \>4\varza
majjAnAm \majjan\majjas
paRqena \paRqA\paRqa
SoBizyati \>1\SuB
jAsayatas \>2\jas
lAsyatas \>2\>6
pramadAyAm \>3\pramada
tvacam \>1\>2
devayeta \>4\>5\dIv
svanatAm \>2\>4
yuyukzyate \>1\yuj
kalayatas \>2\>6
pArayetam \pF\pf
rARyAm \rARA\rARya
asUyizyati \>1\asUya
prArTanEs \prArTanA\prArTana
PullAni \>3\Pulla
Enuma \i\in
aNkayizyati \>1\>7
pArayAmi \pF\pf
vahatu \=\>3
sAntvye \sAntva\sAntvya
akAsyaDvam \<1>6\kas
gaRikAs \>1\gaRaka
rasatAm \>2\>4
kazitA \>3\kazita
mApyevahi \>7\mI
prAtas \>2\>3
dfSyA \dfSa\dfSi\dfSya
jaNGAni \>2\han
bimbam \>1\bimbA
AsayAmahe \>7\as
protA \prota\pru
caryAs \>1\cara\carya
sItAyAs \>3\sIta
AsyAsu \>2\Asya
sItEs \sItA\sIta
aYjye \>2\aYjya
pAlInAm \pAla\pAli
sUtikam \sUtaka\sUtikA
duhatAm \>2\>4
hfdas \>2\hfdaya
jihrIyAtAm \<2>5\hf
saNgrAmayizyati \>1\>7
KarvAs \Karu\Karva
drArayizyanti \drArayizyat\druh
mezyase \mI\mi
asyatAm \>2\>5\sA
SikzitAsTa \>6\Sak
SIyeran \Sad\SyA
dIZpayati \>1\dIp
pAwayatas \>2\paw
dolayos \>3\dolA
stananti \>4\stanat
aYcayizyati \>1\>8
sarpa \=\sfp
asIyaTAs \sA\si
kubjikA \=\kubjaka
jApayeva \jap\ji
Gawayatas \>2\>6
sudAmam \>1\sudAman
uruzyate \>1\>4
drAvayatAm \>2\dru
pawapawAyati \>1\>4
Asya \=\>2\as
vasAni \>2\>3
rasyeTAs \>5\rasa
lalayizyati \>1\>8
dAkzIBis \dAkza\dAkzi
jasizyanti \>7\jasizyat
kulyezu \kulyA\kulya
sAhayanti \sAhayat\sah
topatas \>2\tup
vivakzyatAm \>2\vac
nadatas \>2\>3\>4
palAyye \>2\palAyya
tvizAm \>1\>2
yUnyos \yUni\yuvan
tarpayizyanti \tarpayizyat\tfp
nAmikayA \>2\nAmaka
yasizyanti \>7\yasizyat
datA \>1\danta
ude \uda\udan
cApayizyatas \>2\ci
DvANkzate \>1\>3
dyuBis \>3\div
sUcO \sUca\sUci
marqizyati \>1\mfq
setArO \sA\si
SasyAmahe \>6\SaMs
avApayAvahi \<1>8\vap
kzezyaTa \kzI\kzi
buBUzyati \<2>5\>1
kAmalAyAs \kAmala\kamala
mUrCayatas \>2\>6
pratikUlayanti \>5\pratikUlayat
vyaya \=\vyA
dAkzIByAm \dAkza\dAkzi
kasitA \>3\kasita
manyayA \>2\manyA
Sasyase \>4\SaMs
tartsyanti \tartsyat\tfd
luWatAm \>2\>4
kzetAsmas \kzI\kzi
jawine \>1\>2
SiTilye \SiTila\SiTilya
pozayizyanti \pozayizyat\puz
DAvizyanti \>7\DAvizyat
upahastayizyatas \>2\>8
Salanti \>4\Salat
navIyAn \navIya\navIyas
putriyatas \>2\putra
aSram \aSri\asra
utkaRWayizyatas \>2\>9
kizkinDam \>1\kizkinDA
hIyemahi \<6\hA
gUhizyanti \gUhizyat\guh
pfRIhi \>4\pF
gajanti \>4\gajat
rirakzizatAm \<2>6\>2
vAsyati \>1\>5
lohitAyizyate \>1\lohita
gaRikAsu \>2\gaRaka
kledayatas \>2\klid
takizyanti \>7\takizyat
aSvasyanti \>6\aSvasyat
ujJitA \>3\ujJita
DarmAByas \Darma\Darman
ajizyati \>1\>6
rasati \>1\>3
vAntam \>1\vAt
DvArayatas \>2\Dvf
SrNgAyizyanti \SfNga\SrNgAyizyat
Buzu \>2\BU
akAsyAmahi \<1>6\kas
Gawwayanti \>6\Gawwayat
saMsTayA \>2\saMsTA
AkulayitA \>4\Akulayita
sisAnayizatAm \>2\san
kzotsyati \>1\kzuD\kzud
hAsayatAm \>2\has
laNgye \>2\laNgya
jApayatu \jap\ji
nunutsanti \nud\nunutsat
BAvayate \>1\BU
SyAsyati \>1\>5
mAnavAn \mAnava\mAnavat
Candati \>1\>3
Scotizyatas \>2\Scut
ropayizyate \>1\ruh
kOSalyAm \kOSala\kOSalya
ISayos \>3\ISA
rADayate \>1\>5
pipAsatas \<2>5\>2
kzayatAm \>2\kzi
SAyayate \>1\SI
jApayasi \jap\ji
SiTilayizyate \>1\>7
lapsyati \>1\laB
AjyetAm \aYj\aj
rajatAm \>2\raYj\rajata
saNGawanAni \>2\saNGawana
tyAjayatas \>2\tyaj
SakunyA \Sakuna\Sakuni
sUyemahi \>6\su
sUyeTe \>4\su
carcayizyate \>1\>7
piYjarayizyanti \>8\piYjarayizyat
rodanti \rodat\rud
muzwikasya \>3\muzwikA
yujyate \>1\>4
jIvikam \jIvaka\jIvikA
kurvatAm \>2\kf
prIRate \>1\>4
caYcati \>1\>3
vivyacati \<2>3\>1
gOrIBis \>3\gOra
kuwwanI \=\kuwwana
haWa \=\>1
lapatas \>2\>4
gadas \>1\gadA
SaMsizyanti \>7\SaMsizyat
Kaqayatas \>2\>5
dAvayizyati \>1\du
mezyAs \meza\mezya
muktAyE \>2\mukta
yAtanAyAm \>3\yAtana
girayate \>1\gF
SArvarIRi \>2\SArvarin
avAs \<1>1\avas
buBUzyatas \<2>6\>2
sahA \>1\saha
hiMsezu \hiMsA\hiMsa
SyenyA \Syena\Syenya
puzkarAyizyate \>1\puzkara
mimAtAm \<2>3\mimAat
SoBayanti \SoBayat\SuB
corayate \>1\cur
jAtyAs \jAti\jAtya
arhate \>1\>3
elye \elya\il
pratikUlye \pratikUla\pratikUlya
dvizwAm \>3\dvizwa
roDatAm \>2\ruD
SaMsayizyate \>1\>8
tarjayizyati \>1\>8
boBavatyE \>2\boBoat
irasyatAm \>2\>5
jozayizyatas \>2\juz
mfjAn \>1\mfja
vyaTayatAm \>2\>6
dehye \dehya\dih
jasyate \>1\>4
gopas \>1\gopA
mAtram \>1\mAtrA
sudinAyizyatas \>2\sudina
dozAyE \>2\doza\dozan
SrAvayanti \SrAvayat\Sru
gUhanti \gUhat\guh
stanati \>1\>3
mArgye \>2\mArgya
viDAm \>1\>2
aYjatAm \>2\>4
vaSyA \vaSi\vaSya
mimyuzyO \mimIvas\mimivas
lAlayate \>1\lal
dAkzyos \dAkza\dAkzi
ABam \>1\ABA
smArayizyatas \>2\smf
SumBizyanti \>7\SumBizyat
kAmalAyE \kAmala\kamala
vIyantAm \>6\vA\vyA
tyAjayizyate \>1\tyaj
kasanti \>4\kasat
vimalAsu \>2\vimala
akzAyAs \akza\akzan
mAGyAs \mAGa\mAGya
kzaranti \>4\kzarat
baline \>1\>2
jijYAsitA \<2>4\jijYAsita
saraRyA \saraRa\saraRi
gamas \>1\>2
muktEs \muktA\mukta
cikIzanti \>7\cikIzat
majjayatAm \>2\>6
BajyeTe \>4\BaYj
yantrayizyanti \>8\yantrayizyat
sPowayanti \sPowayat\sPuw
mAyAs \>1\>3\mAya
DUmAyizyatas \>2\DUma
Avilayat \=\>3
tvizO \>1\tvizA\tvizi
DyAte \>1\DyAta
dolayA \>2\dolA
cUzanti \>4\cUzat
kftinas \>2\>3
loWayAmi \luRW\luW
ninadizyatas \<2>7\>2
kAsayatas \>2\kas
mApayantAm \>8\mI
darpizyati \>1\dfp
peSyas \>1\peSI
Ohyata \Uh\vah
adas \=\>1\>2
vAsanAsu \>2\vAsana
zaRQayizyate \>1\>7
pAryeyATAm \pF\pf
coryAs \cora\corya
mahimAya \>2\mahiman
ahUyAmahi \<1>6\hu
GfRiBis \>3\GfRin
kuYcayizyanti \kuYcayizyat\kuc
Asayas \<4\>4
modI \moda\modin
KyApayatas \>2\>7
avIs \>1\avi
vAsayaTa \>4\vas
CAyO \CAyA\CAya
Iyeya \i\yA
aYcizyatas \>2\>7
BrAmayizyanti \BrAmayizyat\Bram
jAgarayizyanti \jAgarayizyat\jAgf
mApyante \>6\mI
vyavasTAnAm \>3\vyavasTAna
Amayizyate \>1\am
tamizyanti \>7\tamizyat
