UrRayA \>2\UrRA
dudUzyatas \>2\>8
Bedayizyati \>1\Bid
gavezayate \>1\>5
Garzizyatas \>2\Gfz
hozyate \>1\hu
kizkinDAyE \>2\kizkinDa
DIyeya \>4\DA\DyA
ASaye \ASaya\aS
dAkziRA \>2\dAkziRa
aGAyizyati \>1\aGa
vaqavena \vaqavA\vaqava
avyAs \avI\avi
rozayati \>1\ruz
gajAni \>3\gaja
vaqabO \vaqaba\vaqava
valayizyati \>1\>8
aruzyAm \arivas\aruza
mADyamikAyAm \mADyamaka\mADyamika
kAmale \kAmala\kamala
paSyanti \>5\paSyat
vfzAya \vfza\vfzan
valgUyanti \valgUyat\valgu
cukzUzyE \cukzuvas\kzu
durgAt \>1\durga
Enutam \i\in
pOzABis \pOza\pOzya
rasyevahi \>6\rasa
kAmayatAm \>2\kam
drArayate \>1\druh
kUjitA \>3\kUjita
bimbAs \>1\bimba
vijizyati \>1\>6
jYAya \>2\jYa
DaraRInAm \>3\DaraRa
irasyizyatas \>2\>8
kutsasya \>3\kutsA
vedikA \vedaka\vedika
nO \=\asmad
pipakzye \pac\pipakzya
marDatAm \>2\mfD
tvacas \>1\>2
amatas \>2\>4
duHKyatAm \>2\duHKa
Garzatas \>2\Gfz
muKarayatAm \>2\>5
KelAyizyatas \>2\Kela
manyezu \manyA\manya
vidyAm \>1\>3
spASayati \>1\spaS
SumBati \>1\>3
pAtayanti \pAtayat\pat
taryO \tara\tari
rocanAya \>2\rocana
avantyAm \avanti\avat
vayizyate \>1\vA
GAtyos \GAta\GAti
nandizu \>2\nandin
kzotsyAvas \kzuD\kzud
daBatAm \>2\>4
mantrayizyate \>1\>7
hrasizyanti \>7\hrasizyat
pAcayati \>1\pac
BUzatAm \>2\>4
prArTanAyAs \>3\prArTana
uzyAvahe \>6\vas
vErAyitA \vErAyita\vEra
Svasizyati \>1\>6
yUnA \yUna\yuvan
sparkzyatas \>2\spfS
vApayAma \>6\vap
rokzyati \>1\ruh\ruj
gayAya \>2\gaya
tirayizyanti \tiras\tirayizyat
dugDi \dugDin\duh
SunA \Suna\Svan
inditA \>3\indita
tfptO \tfpta\tfpti
vijYA \=\vijYa
lajjayizyati \>1\>8
pupUrzatAm \>2\pF
kOlyAm \kOla\kOlya
hartArO \hartf\hf
taktas \>1\>3
jApayaDvam \jap\ji
kusumayanti \>5\kusumayat
AsayitAsvas \<9\>7
svedayanti \svedayat\svid
vApayetAm \>7\vap
asuvan \<1>3\sU
tozA \tavas\toza
anitam \>1\>4
yAtanAyE \>2\yAtana
te \tad\yuzmad
sUtikAByas \>4\sUtaka
Barkzyate \>1\Bfjj
hIyAvahE \hA\hi
Sasyeya \>4\SaMs
sKalayizyate \>1\>8
dAsati \>1\das
Asyase \<3>1\>4
rohiRInAm \rohin\rohita
vfzA \=\vfza\vfzan
Bukte \Bukta\Bukti
marSayanti \marSayat\mfS
Candase \>1\>3
cukzUzyate \>1\kzu
jigadizyati \<2>6\>1
vArAm \>2\vAra
sAhayizyati \>1\sah
surARi \>2\>3\sura
aNKayati \>1\>4
nAqyA \nAqI\nAqi
izuDyatas \>2\izuDi
drArayatas \>2\druh
naya \=\nI
vfndAni \>2\vfnda
brAhmaRyO \brAhmaRa\brAhmaRya
capayizyanti \capayizyat\ci
ejayatas \>2\>6
kartsyati \>1\kft
anumAnAm \>3\anumAna
devyeTe \>4\dIv\deva
SumBye \>2\SumBya
sUdayatas \>2\>6
tArakO \tArakA\tAraka
vivikzatu \viS\vic
vettAras \vettf\vid
vettArO \vettf\vid
pAt \=\pa
jalpyE \>2\jalpi
dasyati \>1\>4
nAmikAyAm \nAmaka\nAmika
rohiRyAs \rohin\rohita
ahUyaTAs \<1>5\hu
nAqI \=\nAqi
pASayatas \>2\>5
savitAsmi \sU\su
KanitrA \Kanitf\Kanitra
rAtsyatas \>2\rAD
rokzyasi \ruh\ruj
BAsam \>1\>2
SraTnatAm \>2\>5
taraNgayatAm \>2\>5
mlAyati \>1\>4
kunte \kunta\kunti
jayantI \jayanta\jayat
rAjayizyati \>1\>8
pAyayati \>1\>6
pAlinA \>1\>2
aSrO \aSri\aSru
piRqyAs \piRqI\piRqi\piRqya
inDe \>1\inDa
manTa \=\>1
jarARAm \>3\jara
japO \japA\japa
Ocyata \uc\vac
cUrRayizyatas \>2\>8
BrAjayizyati \>1\>8
aruzIm \arivas\aruza
sUyetAm \>5\su
Cadizyati \>1\>6
DAraye \DAraya\Df
tarye \tara\tari
svanayizyanti \>9\svanayizyat
CAdayizyanti \CAdayizyat\Cad
pfRIyur \>5\pF
kvaRe \>1\kvaRa
manTizyanti \>7\manTizyat
SucyE \>2\Suci
modate \>1\mud
ijyAs \>1\yaj
mAruti \=\mAruta
Darzye \Darzya\Dfz
kuhayizyati \>1\>7
Irayanti \>6\Irayat
kalyE \>2\kali
dohayanti \dohayat\duh
krAmayizyatas \>2\kram
viqByAm \viS\viz
nejayatAm \>2\nij
kzIrasyatAm \>2\>6
kubjikAs \>1\kubjaka
aSanIyAni \aSanIya\aSana
itAm \>3\ita
maYjaryO \maYjarI\maYjarya
AstikyAs \Astika\Astikya
mandayizyatas \>2\>9
kanyAn \>1\kanya
gaNgAm \>1\gaNga
ajIyanta \ji\jyA
bAnDavyA \bAnDava\bAnDavya
kunTizyati \>1\>6
urasi \=\>1
vasantO \vasanta\vasat
UtO \Uta\Uti
varivasyizyate \>1\>7
mArjayanti \mArjayat\mfj
stavAni \stava\stu
medye \medya\mid
kfpyAm \kfpa\kfpya
parcizyatas \>2\pfc
yAtanAByas \>4\yAtana
laBye \>2\laBya
hfzitas \>1\>3
Dvanatas \>2\>4
karIzyanti \kF\karIzyat
lAlye \lAlya\lal
yuvatyos \>3\yuvan
Sikzye \>2\Sak\Sikzya
rAjA \>1\rAjan
gahayate \>1\>5
mAlA \=\mAla
trapayizyati \>1\>8
brAhmIByas \>4\brAhma
kzutas \>1\>3
jAmyAm \jAmI\jAmi
kAlyAs \kAla\kAlya
mukulye \mukula\mukulya
prajYAByAm \>4\prajYa
avaratI \avarata\avarati
raTyam \>1\raTI
BUzayizyati \>1\>8
upalayA \>2\upalA
jani \=\jana
arTI \arTa\arTin
paridevI \parideva\paridevin
jiGAMsyatas \>2\han
rocayatas \>2\ruc
ayAma \<1>2\i
sAdyAmahe \sad\svad
sAdayasi \sad\svad
DApayatAm \>2\>7
agamye \<1>2\agamyA
saMsTe \saMsTA\saMsTa
Sape \>1\Sapa
AsayetAm \>6\as
Basizyati \>1\>6
aSanIyatAm \>2\aSana
Ezayat \iz\iza
AGrARAm \AGrARa\AGra
hfzyati \>1\>4
mimyivahe \>7\mI
starye \starI\starya
vyayatAm \>2\vyA
satyA \>2\satI\satya
dasya \>2\>3
darBayanti \darBayat\dfB
vapati \>1\>3
BrAjayatAm \>2\>6
yuyukzyanti \yuj\yuyukzyat
Asayevahi \>7\as
kAmandakyAs \kAmandaka\kAmandaki
gadye \>2\gadya
yuvatyas \>3\yuvan
mfjayA \>2\mfjA
paYcanavatI \paYcanavata\paYcanavati
gAhyO \gAha\gAhya
karuRe \karuRA\karuRa
prAcyO \>2\prAcya
kzapyantAm \>6\kzI
izuDyizyati \>1\izuDi
DAryAs \DAra\DArya
rakzAs \>1\rakza\rakzas
jihiMsizyate \<2>6\>1
samas \>1\samA
gArayanti \gArayat\gF
sAte \as\sAta
varRikAyE \varRaka\varRika
trayas \>1\tri
yadfcCO \yadfcCA\yadfcCa
ruhAm \>2\ruha
nakzatAm \>2\>4
kampayizyati \>1\>8
pArayeta \pF\pf
sAdayizyAvahe \sad\svad
duDukzyatAm \>2\duh
nekzyatas \>2\nij
romas \>1\roman
pApatati \<2>3\>1
kulyAya \>2\kulya
apArayaDvam \pF\pf
gadena \gadA\gada
DanvA \Danu\Danvan
pOzAm \pOza\pOzya
sammAnAm \>3\sammAna
vfzasyizyate \>1\>8
SaSizyati \>1\>6
KarO \Kara\Karu
kaluzye \kaluza\kaluzya
SamIke \>2\SamIka
jIyeTAm \ji\jyA
sUyase \>4\su
izos \>2\izu
invas \>3\>4
kAlikAByAm \>4\kAlaka\kAlika
rasyAmahE \>6\rasa
sotAsTa \sU\su
viSAyAs \>4\viSAya
vyAsyatas \>2\>6
Ezayanta \iz\iza
jawi \=\jawin
ruzAm \>2\ruza
kfSyatAm \>2\>5
prArTanABis \>3\prArTana
saraRaye \>2\saraRi
ezye \ezya\i
daSAs \>1\daSa
pArayizye \pF\pf
peSI \=\peSa
saNKyAs \>1\saNKya
hrepye \hrI\hrepya
adAt \<1>1\ada
AruRi \=\AruRa
SilAni \>2\Sila
SakAByAm \Saka\Sakan
kuwwI \kuwwa\kuwwin
prASA \>1\prASa
tolayatAm \>2\tul
valgUyizyanti \valgUyizyat\valgu
Sasya \>2\SaMs
cezwayati \>1\>5
sravARi \srava\sru
pUlyAs \pUla\pUlya
hlAdI \hlAda\hlAdin
mfgAs \>1\mfga
manTizyatas \>2\>7
SUlI \SUla\SUlin
sevezu \sevA\seva
gumPizyanti \>7\gumPizyat
sKalanti \>4\sKalat
SikzatAm \>2\Sak
kzveqatas \>2\>3\kzviq
SfRanti \SF\SfRat
mAtryA \mAtf\mAtra
azwO \azwa\azwan\azwi
vedyAs \vedi\vedya
aNgizyatas \>2\>7
hasa \=\>1
puruzAyizyate \>1\puruza
nASayatAm \>2\naS
kzAlayizyati \>1\kzal
udaSrayitA \udaSrayita\udaSru
kuntyA \kuntI\kunti
Sasyevahi \>6\SaMs
coratAm \>2\cur
kzepAyitA \kzepAyita\kzepa
KaRqa \=\>1
hvAyye \hU\hvAyya
jvalayate \>1\>5
klIbAyizyate \>1\klIba
takzanti \>4\takzat
muzwikena \muzwikA\muzwika
DarmABis \Darma\Darman
sisfkzitA \sfj\sisfkzita
AkANkzI \AkANkza\AkANkzin
loWayizyatas \>2\luRW\luW
nandes \>2\nandi
sevayA \>2\sevA
codayati \>1\cud
asTAs \<1>1\asTan
ajApyeTAm \jap\ji
ApyA \ApI\Api\Apya
zazwyAs \zazwa\zazwi
iNgayizyati \>1\>8
gopAya \>2\gopa
DanAyizyate \>1\Dana
suKABis \>3\suKa
saraRizu \>2\saraRa
kzepsyate \>1\kzip
nIcAm \nIca\nyac
SIyAmahE \Sad\SyA
hinvanti \>6\hinvat
Cadatas \>2\>3\>4
vakzyati \>1\vac\vah
melApayatas \>2\mil
SOrI \SOra\SOri
upadeSI \upadeSa\upadeSin
sahasi \>1\>3
cAyayati \>1\ci
udare \=\udara
candatAm \>2\>4
akAsyata \<1>4\kas
maryAya \>2\marya
boBuDati \>1\buD
naMsyanti \naMsyat\nam
tanUnAm \>3\tanu
haWanti \>4\haWat
yAvayizyate \>1\yu
dahyatas \>2\>5
SAradena \SAradA\SArada
Asyasva \<3>2\>5
kanyAya \>2\kanya
jApayAma \jap\ji
aYjayatAm \>2\>6
jApayitAsvas \jap\ji
BraMSayizyate \>1\>8
varRayatAm \>2\>5
nardizyati \>1\>6
kutsayizyanti \>9\kutsayizyat
strIkAn \>3\strIka
romasya \>3\roman
rocanAByAm \>4\rocana
tatI \tata\tati
jAgarayanti \jAgarayat\jAgf
SroRI \=\SroRi
kAlayizyatas \>2\kal
viMSatas \>3\viMSati
didfkzyatas \>2\dfS
tandraye \>3\tandrA
aNgam \=\>1
CadiBis \>3\Cadin
yokzyatas \>2\yuj
suzUzyAm \suzUvas\suzuvas
vAcikAs \vAcaka\vAcika
vakzayate \>1\>5
jiGfkzanti \grah\jiGfkzat
devayitum \>5\>6\dIv
boDI \boDa\boDi\boDin
vaNganayos \>3\>5
mEtryas \mEtrI\mEtra
guRqye \>2\guRqya
brAhmyO \brAhmI\brAhma
glApayatAm \>2\glE
uzA \uzas\vas
cApayizyanti \cApayizyat\ci
raMhyAs \raMhi\raMhya
DAya \=\>2
vezwAsvas \viS\viz
suzUzi \suzUvas\suzuvas
saPalayizyate \>1\>7
namanti \>4\namat
pA \=\pa
japAni \>2\>3\japa
snavizyanti \snavizyat\snu
gATasya \>3\gATA
cAkaSati \>1\kAS
aDIyetAm \<1>5\DA\DyA
ASayizyanti \ASayizyat\aS
nAdye \nAdya\nad
aSanIyizyati \>1\aSana
balI \bala\bali\balin
spfhayatAm \>2\>6
daRqayati \>1\>4
fzati \>1\>3
gavyitA \gavyita\go
akzapyanta \<1>5\kzI
mardanti \mardat\mfd
KAdes \>2\KAdi
apArayam \pF\pf
SoBayatAm \>2\SuB
rutam \>1\>3
svAdO \svAda\svAdi\svAdu
avApyAmahi \<1>7\vap
jAgarayizyatas \>2\jAgf
saptatyE \saptata\saptati
JampABis \>3\Jampa
mfqanti \>4\mfqat
vividizyanti \<2>7\vividizyat
ninadizatas \<2>6\>2
yuvAnam \>1\yuvan
vartizu \>2\vartin
maYjarayizyati \>1\>7
jYapye \jYA\jYapya
mozizyati \>1\muz
vfzwe \vfzwa\vfzwi
DAtryas \DAtf\DAtrI
DvANkze \>1\DvANkza
kAkiRIkayos \>3\>5
Dare \DarA\Dara\Df
kArayos \>3\kArA
mahimayos \mahimA\mahiman
uzasyatAm \>2\>5
puwa \=\>1
mInAni \>4\mIna
rADyate \>1\>4
valgUyatas \>2\valgu
ASayam \>1\aS
DvANkzizyati \>1\>6
pradAyAm \pradAya\prada
vyaNkawAByAm \veNkawa\vyaNkawa
prARA \>1\prARa
ASayAni \ASaya\aS
pratiBena \pratiBA\pratiBa
hAsayati \>1\has
loWyaDve \luRW\luW
sapiRqayatas \>2\>5
kzapitA \>3\kzapita
vartikeByas \vartikA\vartika
svanitA \>3\svanita
mIlye \>2\mIlya
DArAyAm \>3\DAra
bfhatyA \>2\bfhatI
manati \>1\mnA
sTagayizyatas \>2\>8
rezayizyate \>1\riz
satyApayitA \satyApayita\satya
mAlAt \>1\mAla
sisAnayizyati \>1\san
pAlinos \>2\>3
mimyuzyas \mimIvas\mimivas
BAyAm \>3\Ba
gAlayitAsTa \gF\gal
varRayizyatas \>2\>8
candye \>2\candya
mIyantAm \>6\mA\mi
jApyaDvam \jap\ji
jAgarye \jAgarya\jAgf
vapsyati \>1\>5
hasatas \>2\>3\>4
sukfte \>1\sukfta\sukfti
vivikzyeDvam \viS\vic
valayanti \>6\valayat
kuwwanIByAm \>4\kuwwana
gAlyAmahe \gF\gal
ApiByas \>4\ApI
svaditA \>3\svadita
rasAs \>1\rasa
SArvariRI \SArvarI\SArvarin
GawayatAm \>2\>6
madayizRavas \mAdayitnu\madayitnu
pUyantAm \>5\>6
avaDIs \<1>2\avaDi
vejayati \>1\vij
SaMsayizyati \>1\>8
paTasya \>3\paTin
izyante \>5\iza
valayAni \>5\valaya
rAjanyAm \rAjana\rAjanya
pANktyO \pANkta\pANktya
raYjayate \>1\>5
codanAt \>1\codana
SraTayizyati \>1\>8
sIyatAm \sA\si
pAlinas \>2\>3
jaGruzIs \jaGfvas\jaGrivas
vaRijas \>1\>2
KAnayizyati \>1\Kan
gaRikA \=\gaRaka
gardati \>1\>3
BakzI \Bakza\Bakzin
taruRyO \taruRa\taruRya
kftA \>1\kfta
GozayatAm \>2\Guz
kOsalyAnAm \>3\kOsalya
udIcyO \udIcI\udIcya\udac
daSABis \>3\daSa
dAya \=\>2\da
rAmayizyati \>1\ram
sKalayati \>1\>5
sfjati \>1\>3
glApayizyanti \glApayizyat\glE
DIrayati \>1\>4
agadyizyati \>1\agada
sfjatas \>2\>4
DAvate \>1\>3
mlecCizyati \>1\>6
pArayitAsmi \pF\pf
pAvayizyanti \pAvayizyat\pU
apArayAma \pF\pf
saPalayizyanti \>8\saPalayizyat
klAmayatas \>2\klam
kizkinDe \kizkinDA\kizkinDa
yAtre \yAtf\yAtrA
hvayizyatas \>2\hU
nodayatas \>2\nud
savatu \sU\su
pratizWAm \>1\pratizWa
kuYcye \kuYcya\kuc
romAsu \roma\roman
vAsI \vAsa\vAsin
svaYjye \>2\svaYjya
vepitA \vepita\vip
vecayatas \>2\vic
mimAte \<2>2\mimAat
jawiByAm \>4\jawin
spfRvanti \>6\spfRvat
raTyA \raTI\raTya
rohiRyos \rohin\rohita
mimAtam \<2>3\mimAat
vApyeran \>6\vap
ejayAni \>5\ejaya
saPalayatAm \>2\>5
gfdDI \gfdDa\gfdDin
sampAdas \>1\sampad
pipakzati \>1\pac
valaya \=\>3
pAdya \=\pad
vegI \vega\vegin
fRvanti \>6\fRvat
vaSine \>1\>2
pArayasi \pF\pf
Slizyanti \>5\Slizyat
kfcCrAyizyate \>1\kfcCra
aSItyos \aSIta\aSIti
samA \=\sama
sekzyatas \>2\sic
rohARi \roha\ruh
SOryE \SOra\SOri
spASayizyanti \spASayizyat\spaS
tantryAs \tantra\tantrya
surA \=\sura
suganDiBis \>3\suganDin
sAdayitAras \sad\svad
Ezayata \iz\iza
sUtikAs \>1\sUtaka
vizas \>1\>2
Seze \SI\Seza
dAhayatAm \>2\dah
uzRiham \>2\uzRihA
jijIvizati \<2>5\>1
sevEs \sevA\seva
metAsmas \mI\mi
vidiSas \>2\vidiSA
bIBatsO \bIBatsa\bIBatsu
japeByas \japA\japa
kleSizyatas \>2\kliS
saraRes \saraRa\saraRi
yO \yad\yu
pipradBis \pipFat\pipfat
mArjate \>1\mfj
boDayati \>1\buD
vyaTayatas \>2\>6
gaNgAnAm \>3\gaNga
vivikzAvas \viS\vic
arcayatAm \>2\fc
BraSyanti \BraMS\BraSyat
jijYAse \<2>2\jijYAsA
suyaSas \=\>1
sadByas \>4\sat
SikzyaDvam \>6\Sak
SAlAyE \>2\SAla
lAsayati \>1\las
izayizyasi \>6\>7
cArayatAm \>2\car
mezyAmas \mI\mi
SAnte \SAnta\SAnti
kuRqyO \kuRqa\kuRqya
vedikAsu \vedaka\vedika
hiMse \hiMsA\hiMsa
citrIyizyanti \citrIyizyat\citra
kAzWAyE \>2\kAzWa
alAt \<1>1\ala
krAmayizyate \>1\kram
mumukzyanti \muc\mumukzyat
yApye \>3\yApya
anuSayAnAm \anuSayAna\anuSaya
pradAya \=\prada
fzatas \>2\>4
nAvyizyati \>1\nO
vivatsyanti \vas\vivatsyat
SatikAyE \Sataka\Satika
drApayatAm \>2\>7
aSItI \aSIta\aSIti
manuzyAs \manuza\manuzya
maDvAs \maDu\maDva
kAkiRIkO \>2\kAkiRIka
neti \=\netI
DanAyizyanti \DanAyizyat\Dana
Slezayizyate \>1\Sliz
kanyAsu \>2\kanya
lAlI \lAla\lAlin
pracCayatas \>2\praS
carcayos \>3\carcA
GfRinI \>1\>2
hlAdye \>2\hlAdya
trowizyati \>1\truw
kulyena \kulyA\kulya
malinayizyatas \>2\>8
Cedye \Cedya\Cid
praBe \praBA\praBa
kaRqye \>2\kaRqya
gadizyati \>1\>6
yAtanezu \yAtanA\yAtana
ApyAs \ApI\Api\Apya
nodayate \>1\nud
sapiRqayati \>1\>4
tyakzyatas \>2\tyaj
awatas \>2\>4
SaSatas \>2\>3\>4
BAvye \BAvya\BU
Ezyat \i\iz
jApayitA \jap\ji
Aram \>1\f
pAyayizyanti \>10\pAyayizyat
mandye \>2\mandya
tvizitas \>1\>3
kftiByAm \>4\kftin
UrjA \>1\Urja
lakzaRAs \>1\lakzaRa
sampAdO \sampAda\sampad
SizyAmahe \>6\SAs
nartsyati \>1\nft
pracCayizyati \>1\praS
vraScizyatas \>2\>7
kfpEs \kfpA\kfpa
cakzatAm \>2\>4
kzapyaDvam \>6\kzI
aririzye \aririzya\f
aSizyaTAs \<1>5\SAs
mande \>1\manda
saNKyAnAm \>3\saNKyAna\saNKya
caYcanti \>4\caYcat
ucCati \>1\vas
DvanitA \>3\Dvanita
midye \>2\midya
praBeRa \praBA\praBa
piRqikAs \piRqaka\piRqika
mayAni \mA\maya
kAsayizyanti \kAsayizyat\kas
seDatas \>2\siD
uzwAm \uzwa\vaS
prezyanti \prI\prezyat
nASayizyati \>1\naS
vArtayA \vArttA\vArtta
rADayatas \>2\>6
devayatu \>4\>5\dIv
papraTur \pf\prA
dolezu \dolA\dola
UhAte \>3\vah
DvArayati \>1\Dvf
mfjam \>1\mfjA
DvANkzizyanti \>7\DvANkzizyat
pfRAni \>4\pF
vAcyatAm \>2\>5\vac
viDAnAm \>3\viDAna
pUrayatas \>2\pF
vyAsyate \>1\>5
svarizyatas \>2\>7
pAtryE \pAtf\pAtra
saNKyO \saNKyA\saNKya
kzamAya \>2\kzama
izayizye \>4\>5
vyADO \vyADa\vyADi
sunIte \sunIta\sunIti
mezyaTas \mI\mi
plAvayanti \plAvayat\plu
coryA \cora\corya
hArayate \>1\hf
karizyAmahe \kF\kf
Bujati \>1\>3
vedayAni \vedaya\vid
BajyeyATAm \>7\BaYj
ejati \>1\>3
aDukzaTAs \<1>4\duh
rozayizyatas \>2\ruz
dadAnAm \dadAna\dada
lApayate \>1\lap
CAye \CAyA\CAya
coda \=\cud
gAlayitArO \gF\gal
spartA \sparta\spf
savatAm \>2\sU\su
uzRihe \>1\uzRihA
ahUye \<1>2\hu
sAnayatAm \>2\san
pAryeTAm \pF\pf
nazwe \nazwa\nazwi
Apayati \>1\>5
dAsyatAm \>2\das
hasati \>1\>3
aSravas \Sru\aSru
kariRos \>3\karin
mezyante \mI\mi
payAyizyanti \payAyizyat\payas
valgizyati \>1\>6
uSyAs \uSI\vaS
sTApayati \>1\>6
pAyayanti \>7\pAyayat
cikIrzas \>2\cikIrzA
sAram \>1\sf
vekzyAmahe \viS\vic
SiSikza \<2>1\Sak
pAyE \>2\pa
sruti \=\>1
upanipAtI \upanipAta\upanipAtin
Asayan \>4\Asayat\as
vfzARi \vfza\vfzan
UrRAt \>1\UrRa
Urjayanti \>6\Urjayat
janyAs \jana\jani\janya
rAjIyizyati \>1\rAjan
mArjayatAm \>2\mfj
iqAByAm \>4\iqa
topizyatas \>2\tup
Ocityas \>1\OcitI
svarARi \>3\svara
mAyI \mAya\mAyin
valgAni \>2\>3
vAyO \vAya\vAyu
gaRqO \gaRqa\gaRqi
kzodati \>1\kzud
muhyanti \>5\muhyat
tarIBis \tara\tari
raRizyati \>1\>6
SikzyeyATAm \>7\Sak
BArayatAm \>2\Bf
jayantIByas \jayanta\jayat
kuRWatas \>2\>3\>4
kASya \=\>2
dolasya \>3\dolA
putrIyARi \putrIya\putra
tapatas \>2\>3\>4
truwanti \>4\truwat
mAtrAByas \>4\mAtra
Cadas \>1\>2
aMSayizyate \>1\>7
tuhinayatAm \>2\>5
arjayizyati \>1\fj
sAya \=\>2\san
papruzIm \papfvas\paprivas
sismayizanti \sismayizat\smi
seDati \>1\siD
dEvyAm \dEva\dEvya
prAcyAs \>3\prAcya
pAryate \pF\pf
nAmike \nAmaka\nAmika
iqAya \>2\iqa
pinAkI \pinAka\pinAkin
lakzaRAni \>2\lakzaRa
jIyeyAtAm \ji\jyA
vAcikAByAm \vAcaka\vAcika
jANgulIs \jANgula\jANguli
Asyeta \>4\as
carcAt \>1\carca
aBijYAyE \>2\aBijYa
vfttine \>1\>2
suKezu \suKA\suKa
dIvyati \>1\>4
kocizyanti \kocizyat\kuc
supadyAm \>3\supadya
rakza \=\>1
nunutsyanti \nud\nunutsyat
mADavyAm \mADava\mADavya
jApayata \jap\ji
Syeyam \>1\SA
varRikAnAm \varRaka\varRika
kuRqe \>1\kuRqa
lajjayatas \>2\>6
sajjIyizyatas \>2\sajja
paWatAm \>2\>4
hiMsAByas \>4\hiMsa
kuwyAs \kuwI\kuwi
vivikzatAm \>2\viS\vic
Ute \Uta\Uti
vivatsatas \>2\vas
gATI \gATa\gATin
pavati \>1\pU
hIyeyATAm \hA\hi
mukulayizyatas \>2\>8
avarohiRA \avarohaRa\avarohin
payasyati \>1\>4
dahyatAm \>2\>5
kAryE \kAra\kf
vaNganeByas \>6\vaNgana
hvalizyatas \>2\>7
sAdyantAm \sad\svad
vyaTatAm \>2\>4
savizyaDve \sU\su
sKAlayizyanti \sKAlayizyat\sKal
haMsyati \>1\han
jihIrzatas \>2\hf
jaGruzyas \jaGfvas\jaGrivas
jyApayizyate \>1\>9
maTa \=\manT
dadAma \<2>2\dam
gfDyAni \>4\gfDya
saha \=\>1
OhyAmahi \Uh\vah
luRWati \>1\>3
aDikArI \aDikAra\aDikArin
Cidrayati \>1\>4
izyati \>1\>4
DarAs \>1\Dara
loWayAmahe \luRW\luW
mindayati \>1\mid
dIZpayizyati \>1\dIp
janyos \jana\jani
vinAqIkAs \>1\>3
nahuzam \>1\nahus
Saknuvanti \>7\Saknuvat
jIryanti \jF\jIryat
vESAradyas \>1\vESArada
jAsyante \jan\jas
dIZpayizyatas \>2\dIp
dArayizyatas \>2\dF
vizayI \vizaya\vizayin
mfgayitA \>4\mfgayita
ArADanAnAm \>3\ArADana
arjayati \>1\fj
vApayanti \>7\vApayat\vap
kalAm \>1\kala
DarEs \DarA\Dara
muRqayatAm \>2\>5
vyADayanti \vyADayat\vyaD
Bantsyati \>1\banD
lepsyatas \>2\lip
atsyatas \>2\ad
dAsyaDve \>6\das
roditA \rodita\rud
SyenayitA \>4\Syenayita
gardatas \>2\>3\>4
sAnayizyati \>1\san
Scotye \Scotya\Scut
pratizWAByas \>4\pratizWa
svaYjayatAm \>2\>6
avAsayata \<1>4\vas
biBitsatAm \>2\Bid
kalahAyizyatas \>2\kalaha
sTApayatas \>2\>7
vyaktI \vyakta\vyakti
SoBayizyate \>1\SuB
jayatas \>2\>3\ji
gUhizyatas \>2\guh
jApayatAm \>2\jap\ji
dAyAm \>3\dAya\da
kArayati \>1\kf
granTiByAm \>4\granTin
rocanAnAm \>3\rocana
duDukzye \duDukzya\duh
sumanAyE \sumana\sumanas
rasyeya \>4\rasa
vAsyatAm \>2\vAsa\vas
ADi \=\ADI
maDusyizyanti \>9\maDusyizyat
Ejyata \ej\yaj
GAwayatAm \>2\Gaw
vitastO \vitastA\vitasti
cApayati \>1\ci
pramAdI \pramAda\pramAdin
OcityO \OcitI\Ocitya
Kedayizyatas \>2\Kid
romAm \roma\roman
mIlayati \>1\>5
mfjati \>1\>3
laNGizyate \>1\>6
uzas \=\vas
devyAm \deva\devya
Ucur \uc\vac
Apyas \>1\ApI
pItine \>1\>2
kuwyA \kuwI\kuwi
vargI \varga\vargin
juhUzyE \hu\juhUvas\juhuvas
ukzatAm \>2\>4
saNKyAyAs \>3\saNKya
svaYjayizyati \>1\>8
mlAnAm \mlAna\mla
jarAyE \>2\jara
araRyAni \araRyAnI\araRya
graTye \graTya\granT
praGAsI \praGAsa\praGAsin
kalpye \kalpya\kxp
mudrayizyati \>1\mudrA
Asayet \>4\as
nayizyanti \nI\nayizyat
praDO \praDA\praDi
EyaDvam \i\yA
plutO \pluta\pluti
lAlayizyati \>1\lal
manTatas \>2\>3\>4
raRAm \rA\raRa
Bavizyatas \>2\>3\BU
SamyO \SamI\Samya
Dvarati \>1\Dvf
pawAni \>3\pawa
ase \>1\asan\asi
ApAt \Apa\Apad
EzyAma \i\iz
tarIByas \tara\tari
kzAmayati \>1\kzam
gAlayizyAmahe \gF\gal
vindati \>1\vid
adO \>1\ada
baMhayatas \>2\>6
KyAsyati \>1\>5
EzaTAs \Iz\iz
mApayantu \>7\mI
udakIyatas \>2\udaka
dAyatAm \>2\>5
drAvayizyati \>1\dru
inuyAt \>4\>5
pfRIyAt \>5\pF
aNga \=\>1
Avilye \Avila\Avilya
vavftate \<2>3\>1
udIcyA \udIcI\udIcya\udac
raDyatas \>2\>5
anDayitA \>4\anDayita
Pulle \>1\Pulla
cukzUzyas \>1\cukzuvas
gAlayizyante \gF\gal
madayatas \>2\>6
DanIyizyanti \DanIyizyat\Dana
vivikza \viS\vic
SranTizyate \>1\SraT
kAmandakyA \kAmandaka\kAmandaki
kzapARi \>2\>3
pAryAmahe \pF\pf
lamBayanti \laB\lamBayat
malinayatAm \>2\>5
kanyas \>1\kanyA
